ID,EDO,MES,ANIO,MPIO,HORA,MINUTOS,DIA,DIASEMANA,URBANA,SUBURBANA,TIPACCID,AUTOMOVIL,CAMPASAJ,MICROBUS,PASCAMION,OMNIBUS,TRANVIA,CAMIONETA,CAMION,TRACTOR,FERROCARRI,MOTOCICLET,BICICLETA,OTROVEHIC,CAUSAACCI,CAPAROD,SEXO,ALIENTO,CINTURON,EDAD,CONDMUERTO,CONDHERIDO,PASAMUERTO,PASAHERIDO,PEATMUERTO,PEATHERIDO,CICLMUERTO,CICLHERIDO,OTROMUERTO,OTROHERIDO,TOTMUERTOS,TOTHERIDOS,CLASE,CALLE1,CALLE2,CARRETERA,LONGITUD,LATITUD
1025556-112-190823072,1,7,2021,1,1,9,1,4,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,9,26,0,0,0,0,0,0,0,0,0,0,0,0,3,PAULINO N. MARTÍ,AGUASCALIENTES NORTE,,-102.2810071,21.91499431
1025556-112-190823067,1,7,2021,1,2,3,1,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,29,0,2,0,2,0,0,0,0,0,0,0,4,2,QUINTA,CONVENCIÓN DE 1914 SUR,,-102.2982751,21.86610326
1025556-112-190823068,1,7,2021,1,5,20,1,4,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,9,58,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUASCALIENTES ORIENTE,PENSADORES MEXICANOS,,-102.2725932,21.90869625
1025556-112-190823218,1,7,2021,1,5,20,1,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,26,0,0,0,0,0,0,0,0,0,0,0,0,3,ING. MIGUEL ÁNGEL BARBERENA VEGA,EL PIRUL,,-102.26251359999999,21.89668277
1025556-112-190823236,1,7,2021,1,8,5,1,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,ÁRBOLES,GOBERNANTES,,-102.2601296,21.89745926
1025556-112-190823069,1,7,2021,1,9,5,1,4,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,52,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUASCALIENTES ORIENTE,ALAMEDA,,-102.2616555,21.88803791
1025556-112-190823070,1,7,2021,1,14,8,1,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,43,0,0,0,0,0,0,0,0,0,0,0,0,3,LUIS DONALDO COLOSIO,M. CORONADO,,-102.31029579999999,21.92442732
1025556-112-190823071,1,7,2021,1,18,35,1,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,29,0,0,0,0,0,0,0,0,0,0,0,0,3,EZEQUIEL A. CHÁVEZ,MARÍA CONCEPCIÓN AGUAYO,,-102.2848329,21.88335909
1025556-112-190823073,1,7,2021,1,1,20,2,5,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,IGNACIO T. CHÁVEZ,CAMELIAS,,-102.3032027,21.87271834
1025556-112-190823074,1,7,2021,1,3,30,2,5,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,VALLARTA,MAPOCHO,,-102.237049,21.88916398
1025556-112-190823075,1,7,2021,1,7,20,2,5,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,56,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUASCALIENTES SUR,UXMAL,,-102.256919,21.85984765
1025556-112-190823076,1,7,2021,1,7,40,2,5,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,42,0,0,0,0,0,1,0,0,0,0,0,1,2,JOSÉ MARÍA CHÁVEZ,MAHATMA GANDHI,,-102.29510079999999,21.87081413
1025556-112-190823077,1,7,2021,1,7,45,2,5,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,28,0,0,0,0,0,0,0,0,0,0,0,0,3,SIGLO XXI,SAN FRANCISCO DE LOS VIVEROS,,-102.24826750000001,21.87957705
1025556-112-190823078,1,7,2021,1,10,0,2,5,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,22,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUASCALIENTES ORIENTE,A,,-102.252876,21.86242311
1025556-112-190823079,1,7,2021,1,13,30,2,5,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,LUIS DONALDO COLOSIO,INDEPENDENCIA,,-102.2990347,21.92496465
1025556-112-190823080,1,7,2021,1,14,50,2,5,1,0,10,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,5,9,22,0,0,0,0,0,0,0,0,0,0,0,0,3,SAN JULIÁN,SIERRA MADRE OCCIDENTAL,,-102.308359,21.92142406
1025556-112-190823085,1,7,2021,1,21,30,2,5,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,5,9,55,0,0,0,0,0,0,0,0,0,0,0,0,3,LICENCIADO ADOLFO RUÍZ CORTINES,FELIPE ÁNGELES,,-102.3247548,21.87166269
1025556-112-190823081,1,7,2021,1,22,0,2,5,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,43,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUASCALIENTES PONIENTE,BARCELONA,,-102.31723819999999,21.86263642
1025556-112-190823083,1,7,2021,1,22,45,2,5,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,29,0,0,0,0,0,0,0,0,0,0,0,0,3,BOULEVARD A ZACATECAS,ARROYO DEL MOLINO NORTE,,-102.2911287,21.93489945
1025556-112-190823082,1,7,2021,1,0,10,3,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,48,0,0,0,0,0,0,0,0,0,0,0,0,3,GUADALUPE GONZÁLEZ,PASEO DE LA ARBOLEDA,,-102.3253051,21.90969878
1025556-112-190823084,1,7,2021,1,0,30,3,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,17,0,0,0,0,0,0,0,0,0,0,0,0,3,CONVENCIÓN DE 1914 PONIENTE,FUNDICIÓN,,-102.3109813,21.89514077
1025556-112-190823086,1,7,2021,1,1,32,3,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,16,0,0,0,0,0,0,0,0,0,0,0,0,3,ALCALDES,AGUASCALIENTES ORIENTE,,-102.27503940000001,21.91336992
1025556-112-190823087,1,7,2021,1,2,30,3,6,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,4,9,25,0,0,0,0,0,0,0,0,0,0,0,0,3,GUADALUPANO,GUADALUPE RIVERA,,-102.2647538,21.9045372
1025556-112-190823088,1,7,2021,1,3,25,3,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,20,0,0,0,0,0,0,0,0,0,0,0,0,3,ING. MIGUEL ÁNGEL BARBERENA VEGA,LAS AVES,,-102.255785,21.89777338
1025556-112-190823089,1,7,2021,1,4,15,3,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,21,0,0,0,0,0,0,0,0,0,0,0,0,3,CONSTITUCIÓN,ARTÍCULO SEXTO,,-102.2850663,21.9230163
1025556-112-190823090,1,7,2021,1,6,40,3,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,22,0,0,0,0,0,0,0,0,0,0,0,0,3,INDEPENDENCIA,SILOS,,-102.2982538,21.92695983
1025556-112-190823091,1,7,2021,1,7,0,3,6,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CULTURA ZOQUE,CULTURA TOTONACA,,-102.2406703,21.91304091
1025556-112-190823105,1,7,2021,1,14,34,3,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,45,0,0,0,0,0,0,0,0,0,0,0,0,3,SIGLO XXI,PROFESOR REFUGIO MIRANDA AGUAYO,,-102.2603901,21.91247043
1025556-112-190823092,1,7,2021,1,16,0,3,6,1,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CONVENCIÓN DE 1914 ORIENTE,GABRIELA MISTRAL,,-102.28003509999999,21.89800558
1025556-112-190823094,1,7,2021,1,19,0,3,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,26,0,0,0,0,0,0,0,0,0,0,0,0,3,LAS AMÉRICAS,REPÚBLICA DEL PERÚ,,-102.3033933,21.86479355
1025556-112-190823093,1,7,2021,1,19,40,3,6,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,9,27,0,0,0,0,0,1,0,0,0,0,0,1,2,OBRERO MUNDIAL,CASTOR,,-102.2815566,21.90194797
1025556-112-190823096,1,7,2021,1,20,15,3,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,32,0,0,0,0,0,0,0,0,0,0,0,0,3,MARIANO HIDALGO,AGUASCALIENTES SUR,,-102.25818220000001,21.85984158
1025556-112-190823095,1,7,2021,1,20,48,3,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,18,0,0,0,0,0,0,0,0,0,0,0,0,3,SAN MARCOS,AGUASCALIENTES PONIENTE,,-102.3181575,21.86801795
1025556-112-190823097,1,7,2021,1,23,10,3,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,47,0,0,0,0,0,0,0,0,0,0,0,0,3,JUAN PABLO II,PASEO DE LA CANTERA,,-102.34015129999999,21.85953007
1025556-112-190823098,1,7,2021,1,0,0,4,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,50,0,0,0,0,0,0,0,0,0,0,0,0,3,LOS CONOS,OJOCALIENTE,,-102.2518391,21.87772658
1025556-112-190823107,1,7,2021,1,0,5,4,7,1,0,10,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,5,9,27,0,1,0,1,0,0,0,0,0,0,0,2,2,SIGLO XXI,HACIENDA DE OJOCALIENTE,,-102.2512225,21.88713135
1025556-112-190823099,1,7,2021,1,0,10,4,7,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,21,0,1,0,0,0,0,0,0,0,0,0,1,2,QUINTA,CONVENCIÓN DE 1914 SUR,,-102.2982751,21.86610326
1025556-112-190823102,1,7,2021,1,0,20,4,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,50,0,0,0,0,0,0,0,0,0,0,0,0,3,BOULEVARD A ZACATECAS,TEPEZALÁ,,-102.2922475,21.9089304
1025556-112-190823101,1,7,2021,1,1,15,4,7,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,4,9,52,0,0,0,0,0,0,0,0,0,0,0,0,3,INGENIERO CAMILO ARRIAGA,GENERAL JULIÁN MEDINA,,-102.31697609999999,21.84863032
1025556-112-190823100,1,7,2021,1,1,20,4,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,31,0,1,0,0,0,0,0,0,0,0,0,1,2,ALCALDES,POZO BRAVO,,-102.2749084,21.91956488
1025556-112-190823103,1,7,2021,1,2,40,4,7,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,4,9,23,0,0,0,0,0,0,0,0,0,0,0,0,3,LICENCIADO MIGUEL DE LA MADRID HURTADO,LUIS DONALDO COLOSIO,,-102.31753409999999,21.92434594
1025556-112-190823104,1,7,2021,1,2,50,4,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,36,0,0,0,0,0,0,0,0,0,0,0,0,3,SIGLO XXI,PAZ ROMO DE VIVAR,,-102.2551454,21.90315232
1025556-112-190823108,1,7,2021,1,3,5,4,7,1,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,5,8,28,0,0,0,1,0,0,0,0,0,0,0,1,2,AJEDRECISTAS,CALLE DEL MATE,,-102.25047190000001,21.84612891
1025556-112-190823109,1,7,2021,1,3,20,4,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,23,0,0,0,0,0,0,0,0,0,0,0,0,3,PASEO DEL PUERTECITO ORIENTE,GERÓNIMO DE LA CUEVA,,-102.24410019999999,21.94110708
1025556-112-190823110,1,7,2021,1,6,30,4,7,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,28,0,0,0,0,0,0,0,0,0,0,0,0,3,LUIS DONALDO COLOSIO,M. CORONADO,,-102.31029579999999,21.92442732
1025556-112-190823111,1,7,2021,1,6,30,4,7,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2,5,9,42,0,0,0,0,0,0,0,0,0,0,0,0,3,SIGLO XXI,FRIDA KALHO,,-102.2620376,21.91777131
1025556-112-190823112,1,7,2021,1,8,0,4,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,30,0,1,0,0,0,0,0,0,0,0,0,1,2,AGUASCALIENTES SUR,CASA BLANCA,,-102.2746335,21.85995638
1025556-112-190823113,1,7,2021,1,13,20,4,7,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,9,59,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUASCALIENTES PONIENTE,MÁLAGA,,-102.3172738,21.86338972
1025556-112-190823118,1,7,2021,1,16,45,4,7,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,50,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUASCALIENTES PONIENTE,RAFAEL,,-102.3180615,21.87902992
1025556-112-190823114,1,7,2021,1,19,15,4,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,SIGLO XXI,SAN GABRIEL,,-102.2458886,21.87346214
1025556-112-190823119,1,7,2021,1,21,30,4,7,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,ANTONIO DÍAZ SOTO Y GAMA,CARLOS MARÍA DE BUSTAMANTE,,-102.2547275,21.85374734
1025556-112-190823106,1,7,2021,1,22,17,4,7,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,4,9,35,0,0,0,0,0,0,0,0,0,0,0,0,3,GABRIELA MISTRAL,VALLE DE LOS REYES PONIENTE,,-102.27159499999999,21.90298968
1025556-112-190823115,1,7,2021,1,0,5,5,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,4,9,23,0,0,0,0,0,0,0,0,0,0,0,0,3,MOSCATEL,PARRAS,,-102.2790203,21.91203631
1025556-112-190823116,1,7,2021,1,0,50,5,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,25,0,0,0,0,0,0,0,0,0,0,0,0,3,SIGLO XXI,PROFESOR REFUGIO MIRANDA AGUAYO,,-102.2603901,21.91247043
1025556-112-190823117,1,7,2021,1,1,50,5,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,28,0,0,0,0,0,0,0,0,0,0,0,0,3,GENERAL MANUEL PÉREZ TREVIÑO,GENERAL PLUTARCO ELÍAS CALLES,,-102.274089,21.871566199999997
1025556-112-190823120,1,7,2021,1,6,25,5,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,46,0,1,0,0,0,0,0,0,0,0,0,1,2,ALCALDES,AGUASCALIENTES ORIENTE,,-102.27503940000001,21.91336992
1025556-112-190823121,1,7,2021,1,8,43,5,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,60,0,0,0,0,0,0,0,0,0,0,0,0,3,MÉXICO LIBRE,PEDRO ASCENCIO,,-102.2655813,21.85408082
1025556-112-190823122,1,7,2021,1,8,45,5,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,9,23,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUASCALIENTES PONIENTE,MAR CARIBE,,-102.31706690000001,21.89684694
1025556-112-190823123,1,7,2021,1,13,55,5,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,30,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUASCALIENTES NORTE,SAN JULIÁN,,-102.3079283,21.91611402
1025556-112-190823124,1,7,2021,1,19,20,5,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,61,0,0,0,0,0,0,0,0,0,0,0,0,3,PAULINO N. MARTÍ,AGUASCALIENTES NORTE,,-102.2810071,21.91499431
1025565-619-174487492,1,7,2021,1,19,38,5,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,49,0,1,0,4,0,0,0,0,0,0,0,5,2,E.C. KM. 119.8 (LEÓN - AGUASCALIENTES) - ARELLANO - EL RETOÑO,,E.C. KM. 119.8 (LEÓN - AGUASCALIENTES) - ARELLANO - EL RETOÑO,-102.1914283,21.81353566
1025556-112-190823127,1,7,2021,1,21,30,5,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,4,9,62,0,0,0,0,0,0,0,0,0,0,0,0,3,DE LOS MAESTROS,,,-102.3220311,21.84434475
1025556-112-190823125,1,7,2021,1,21,50,5,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,62,0,0,0,0,0,0,0,0,0,0,0,0,3,GENERAL JULIÁN MEDINA,LOS POCITOS,,-102.31101,21.84714338
1025556-112-190823126,1,7,2021,1,23,5,5,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,46,0,0,0,0,0,0,0,0,0,0,0,0,3,SIGLO XXI,JOSÉ LUIS CUEVAS,,-102.26161579999999,21.92055732
1025556-112-190823136,1,7,2021,1,3,50,6,2,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,TAMARINDO,LAGO DE TEXCOCO,,-102.2789559,21.90793689
1025556-112-190823128,1,7,2021,1,15,15,6,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,30,0,0,0,0,0,0,0,0,0,0,0,0,3,CONVENCIÓN DE 1914 ORIENTE,CIRCUITO DE LA VENDIMIA,,-102.2826082,21.90121805
1025556-112-190823129,1,7,2021,1,16,16,6,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,24,0,0,0,0,0,1,0,0,0,0,0,1,2,PASEO DE LA BIZNAGA,JOSÉ TRINIDAD VELA SALAS,,-102.2347506,21.87290338
1025556-112-190823130,1,7,2021,1,13,20,7,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,5,9,45,0,1,0,1,0,0,0,0,0,0,0,2,2,BOULEVARD A ZACATECAS,CONVENCIÓN DE 1914 NORTE,,-102.29263509999998,21.90061759
1025556-112-190823131,1,7,2021,1,16,30,7,3,1,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,5,9,30,0,1,0,0,0,0,0,0,0,0,0,1,2,INDEPENDENCIA,ARNULFO M. VALDEZ,,-102.29730649999999,21.91396668
1025556-112-190823132,1,7,2021,1,18,16,7,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,29,0,1,0,1,0,0,0,0,0,0,0,2,2,SANTIAGO,SANTIAGO 203,,-102.23327359999999,21.88344823
1025556-112-190823134,1,7,2021,1,0,6,8,4,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,8,12,0,1,0,0,0,0,0,0,0,0,0,1,2,LIENZO CHARRO,MIGUEL HIDALGO,,-102.28927940000001,21.71839786
1025556-112-190823135,1,7,2021,1,2,15,8,4,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,34,0,0,0,0,0,0,0,0,0,0,0,0,3,LICENCIADO MIGUEL DE LA MADRID HURTADO,LICENCIADO MIGUEL DE LA MADRID,,-102.3244099,21.93622482
1025556-112-190823137,1,7,2021,1,6,45,8,4,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,23,0,1,0,0,0,0,0,0,0,0,0,1,2,AGUASCALIENTES PONIENTE,MIRAFLORES,,-102.3169415,21.88868063
1025556-112-190823139,1,7,2021,1,15,25,8,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,8,21,0,0,0,0,0,1,0,0,0,0,0,1,2,CONVENCIÓN DE 1914 NORTE,GENERAL IGNACIO ZARAGOZA,,-102.298572,21.89898105
1025556-112-190823138,1,7,2021,1,16,0,8,4,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,RÍO TIGRIS,RÍO COLORADO,,-102.3224392,21.89817625
1025556-112-190823140,1,7,2021,1,19,45,8,4,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,21,0,1,0,0,0,0,0,0,0,0,0,1,2,TECNOLÓGICO,SEGURIDAD,,-102.24353470000001,21.86739631
1025556-112-190823141,1,7,2021,1,21,34,8,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,39,0,0,0,0,0,0,0,0,0,0,0,0,3,POLIDUCTO,SAN GABRIEL,,-102.2427502,21.87452952
1025556-112-190823142,1,7,2021,1,2,20,9,5,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,27,0,0,0,0,0,0,0,0,0,0,0,0,3,GUADALUPANO,AGUASCALIENTES ORIENTE,,-102.2701913,21.90279786
1025556-112-190823143,1,7,2021,1,13,0,9,5,1,0,10,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,2,5,9,18,0,1,0,0,0,0,0,0,0,0,0,1,2,PRIMERA PROGRESO,GENERAL PASCUAL CORNEJO BRUN,,-102.2622167,21.90624809
1025556-112-190823153,1,7,2021,1,13,55,9,5,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,9,47,0,0,0,0,0,0,0,0,0,0,0,0,3,BOULEVARD A ZACATECAS,AGUASCALIENTES NORTE,,-102.29196740000002,21.91544366
1025556-112-190823144,1,7,2021,1,16,10,9,5,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,9,22,0,0,0,0,0,0,0,0,0,0,0,0,3,BOULEVARD A ZACATECAS,ÉBANO,,-102.29249770000001,21.90396045
1025556-112-190823145,1,7,2021,1,19,0,9,5,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,22,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUASCALIENTES PONIENTE,ANTIGUO CAMINO A SAN IGNACIO,,-102.31704559999999,21.89850442
1025556-112-190823146,1,7,2021,1,23,10,9,5,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,28,0,0,0,0,0,0,0,0,0,0,0,0,3,SIGLO XXI,CONSTITUCION,,-102.2788225,21.94153304
1025556-112-190823147,1,7,2021,1,23,20,9,5,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,73,0,0,0,0,0,0,0,0,0,0,0,0,3,JOSÉ MARÍA CHÁVEZ,SIGLO XXI,,-102.2907731,21.84477635
1025556-112-190823148,1,7,2021,1,0,43,10,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,37,0,0,0,0,0,0,0,0,0,0,0,0,3,ALCALDES,AGUASCALIENTES ORIENTE,,-102.27503940000001,21.91336992
1025556-112-190823150,1,7,2021,1,1,30,10,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,47,0,0,0,0,0,0,0,0,0,0,0,0,3,UNIVERSIDAD,GUADALUPE GONZÁLEZ,,-102.3107425,21.90934925
1025556-112-190823149,1,7,2021,1,1,35,10,6,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,4,9,58,0,0,0,0,0,0,0,0,0,0,0,0,3,SIGLO XXI,MONTE BELLO,,-102.27411140000001,21.93675861
1025556-112-190823151,1,7,2021,1,1,40,10,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,39,0,0,0,0,0,0,0,0,0,0,0,0,3,POLIDUCTO,SAN GABRIEL,,-102.2427502,21.87452952
1025556-112-190823152,1,7,2021,1,3,10,10,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,27,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUASCALIENTES ORIENTE,HUACHICHIL,,-102.25258640000001,21.864969199999997
1025556-112-190823154,1,7,2021,1,3,50,10,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA DE LOS MAESTROS,AGUASCALIENTES PONIENTE,,-102.313997,21.85918077
1025556-112-190823156,1,7,2021,1,4,20,10,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,GERÓNIMO DE LA CUEVA,RODRIGO RINCÓN GALLARDO,,-102.2618253,21.93227125
1025556-112-190823157,1,7,2021,1,10,30,10,6,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,5,9,25,0,0,0,0,0,0,0,0,0,0,0,0,3,GUADALUPANO,MARLIN PESCADOR,,-102.2417361,21.92262888
1025556-112-190823158,1,7,2021,1,12,5,10,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,32,0,0,0,0,0,0,0,0,0,0,0,0,3,JOSÉ MARÍA CHÁVEZ,SIGLO XXI,,-102.2907731,21.84477635
1025556-112-190823159,1,7,2021,1,18,15,10,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,25,0,0,0,1,0,0,0,0,0,0,0,1,2,AGUASCALIENTES PONIENTE,MAGNOLIA,,-102.3184601,21.86981152
1025556-112-190823161,1,7,2021,1,1,35,11,7,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,26,0,0,0,0,0,0,0,0,0,0,0,0,3,ROSALES,LIRIOS,,-102.33628879999999,21.871776
1025556-112-190823160,1,7,2021,1,2,0,11,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,21,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUASCALIENTES SUR,BUGAMBILIAS,,-102.2859227,21.85953874
1025556-112-190823162,1,7,2021,1,4,15,11,7,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,29,0,0,0,0,0,0,0,0,0,0,0,0,3,SAN FRANCISCO DE LOS VIVEROS,ESTRELLA,,-102.22821429999999,21.8867778
